ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Book-Author-Processed,Book-Publisher-Processed,Book-Title-Processed,Book-Info,Book-Vector,Year-Of-Publication-Group,Year-Of-Publication-Group-Encoded
0451203585,The Dragon's Bride,Jo Beverley,2001.0,Signet Book,jo beverley,signet books,dragon bride,The Dragon's Bride by Jo Beverley,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0373288700,"Justin'S Bride (Harlequin Historical, No 270)",Susan Mallery,1995.0,Harlequin,susan mallery,harlequin,justin bride harlequin historical 270,"Justin'S Bride (Harlequin Historical, No 270) by Susan Mallery",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0380808307,Just Imagine,Susan Elizabeth Phillips,2001.0,Avon,susan elizabeth phillips,avon,imagine,Just Imagine by Susan Elizabeth Phillips,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0451408829,Those Who Trespass: A Novel of Murder and Television,Bill O'Reilly,1999.0,Onyx Books,bill oreilly,onyx books,trespass novel murder television,Those Who Trespass: A Novel of Murder and Television by Bill O'Reilly,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0373272901,The Baby Mission  The Mom Squad,Marie Ferrarella,2003.0,Silhouette,marie ferrarella,silhouette,baby mission mom squad,The Baby Mission  The Mom Squad by Marie Ferrarella,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0743442717,A Very Gothic Christmas (Holiday Classics),Christine Feehan,2002.0,Pocket,christine feehan,pocket,gothic christmas holiday classic,A Very Gothic Christmas (Holiday Classics) by Christine Feehan,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0515124206,Mad Jack,Catherine Coulter,1999.0,Jove Books,catherine coulter,jove books,mad jack,Mad Jack by Catherine Coulter,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0786889004,Dixie City Jam,James Lee Burke,1995.0,Hyperion,james lee burke,hyperion,dixie city jam,Dixie City Jam by James Lee Burke,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0060092661,One Kiss From You,Christina Dodd,2003.0,Avon,christina dodd,avon,one kiss,One Kiss From You by Christina Dodd,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0505525097,Aphrodite's Secret,Julie Kenner,2003.0,Love Spell,julie kenner,love spell,aphrodite secret,Aphrodite's Secret by Julie Kenner,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0373835760,Men of Courage,Donna Kauffman,2003.0,Harlequin,donna kauffman,harlequin,men courage,Men of Courage by Donna Kauffman,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0385334842,Unfit to Practice,PERRI O'SHAUGHNESSY,2002.0,Delacorte Press,perry oshaughnessy,delacorte press,unfit practice,Unfit to Practice by PERRI O'SHAUGHNESSY,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0451524942,A Midsummer Night's Dream (Signet Classic),William Shakespeare,1990.0,Signet Classics,william shakspeare,signet classics,midsummer night dream signet classic,A Midsummer Night's Dream (Signet Classic) by William Shakespeare,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0380805707,A Secret Love (Cynster Novels),Stephanie Laurens,2000.0,Avon,stephanie laurens,avon,secret love cynster novel,A Secret Love (Cynster Novels) by Stephanie Laurens,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0380800268,In Your Arms,Rosemary Rogers,1999.0,Avon,rosemary rogers,avon,arm,In Your Arms by Rosemary Rogers,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0842355715,Finding God in the Lord of the Rings,Kurt D. Bruner,2001.0,Tyndale House Publishers,kurt d bruner,tyndale house putlishers,finding god lord ring,Finding God in the Lord of the Rings by Kurt D. Bruner,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0425193071,Murder on Ice (Figure Skating Mystery),Alina Adams,2003.0,Berkley Publishing Group,alina adams,berkley publishing group,murder ice figure skating mystery,Murder on Ice (Figure Skating Mystery) by Alina Adams,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0786890037,Silent Joe,T. Jefferson Parker,2002.0,Hyperion,t jefferson parker,hyperion,silent joe,Silent Joe by T. Jefferson Parker,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0743456645,One for My Baby : A Novel,Tony Parsons,2004.0,Atria,tony parsons,atria,one baby novel,One for My Baby : A Novel by Tony Parsons,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0425180026,Innkeeping With Murder (Lighthouse Inn Mysteries),Tim Myers,2001.0,Prime Crime,tim myers,prime crime,innkeeping murder lighthouse inn mystery,Innkeeping With Murder (Lighthouse Inn Mysteries) by Tim Myers,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0804115435,Pursuit,Thomas Perry,2003.0,Ballantine Books,thomas perry,ballantine books,pursuit,Pursuit by Thomas Perry,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0684846713,HOLDING OUT : A NOVEL,Anne O. Faulk,1998.0,Simon & Schuster,anne o faulk,simon schuster,holding novel,HOLDING OUT : A NOVEL by Anne O. Faulk,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0749396660,The Island of the Day Before,Umberto Eco,1996.0,Minerva,umberto eco,minerva,island day,The Island of the Day Before by Umberto Eco,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0330484907,Give Me Ten Seconds,John Sergeant,2002.0,Pan Macmillan,john sergeant,pan macmillan,give ten second,Give Me Ten Seconds by John Sergeant,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0140174923,The Art of Fiction: Illustrated from Classic and Modern Texts,David Lodge,1994.0,Penguin Books,david lodge,penguin books,art fiction illustrated classic modern text,The Art of Fiction: Illustrated from Classic and Modern Texts by David Lodge,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0380750252,After the Rain,Norma Fox Mazer,1987.0,HarperTrophy,norma fox mazer,harpertrophy,rain,After the Rain by Norma Fox Mazer,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0394551907,You're Only Old Once! : A Book for Obsolete Children,DR SEUSS,1986.0,Random House,dr seuss,random house p,old book obsolete child,You're Only Old Once! : A Book for Obsolete Children by DR SEUSS,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
1569472025,Moab Is My Washpot: An Autobiography,Stephen Fry,2000.0,Soho Press,stephen fry,soho press,moab washpot autobiography,Moab Is My Washpot: An Autobiography by Stephen Fry,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0671532855,Amrita,Banana Yoshimoto,1998.0,Washington Square Press,banana yoshimoto,washington square press,amrita,Amrita by Banana Yoshimoto,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671898264,NP,Banana Yoshimoto,1995.0,Washington Square Press,banana yoshimoto,washington square press,np,NP by Banana Yoshimoto,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0385317018,Pack of Two: The Intricate Bond Between People and Dogs,Caroline Knapp,1999.0,Delta,caroline knapp,delta,pack two intricate bond people dog,Pack of Two: The Intricate Bond Between People and Dogs by Caroline Knapp,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
038080624X,Dream Brother: The Lives and Music of Jeff and Tim Buckley,David Browne,2002.0,Perennial Currents,david browne,perennial currents,dream brother life music jeff tim buckley,Dream Brother: The Lives and Music of Jeff and Tim Buckley by David Browne,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0679444920,Paris to the Moon,Adam Gopnik,2000.0,Random House Trade,adam gopnik,random house trade,paris moon,Paris to the Moon by Adam Gopnik,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0679442588,All Over but the Shoutin',Rick Bragg,1997.0,Pantheon Books,rick bragg,pantheon books,shoutin,All Over but the Shoutin' by Rick Bragg,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0767902831,Bella Tuscany: The Sweet Life in Italy,Frances Mayes,1999.0,Broadway Books,frances mayes,broadway books,bella tuscany sweet life italy,Bella Tuscany: The Sweet Life in Italy by Frances Mayes,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0609809512,A Year in Van Nuys,Sandra Tsing Loh,2002.0,Three Rivers Press (CA),sandra tsing loh,three rivers press ca,year van nuys,A Year in Van Nuys by Sandra Tsing Loh,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0020811853,POSTCARDS,E. Annie Proulx,1993.0,Scribner Paper Fiction,e annie proulx,scribner paper fiction,postcard,POSTCARDS by E. Annie Proulx,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0312955901,China Trade (A Bill Smith/Lydia Chin Novel),S. J. Rozan,1995.0,St. Martin's Paperbacks,s j rozan,st martins paperbacks,china trade bill smith lydia chin novel,China Trade (A Bill Smith/Lydia Chin Novel) by S. J. Rozan,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0140620648,The Adventures of Huckleberry Finn (Penguin Popular Classics),Mark Twain,1994.0,Penguin Books Ltd,mark twain,penguin books ltd,adventure huckleberry finn penguin popular classic,The Adventures of Huckleberry Finn (Penguin Popular Classics) by Mark Twain,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0140057463,How Far Can You Go?,David Lodge,1981.0,Penguin Books Ltd,david lodge,penguin books ltd,far go,How Far Can You Go? by David Lodge,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
067972463X,The Autobiography of Alice B. Toklas,Gertrude Stein,1990.0,Vintage Books USA,gertrude stein,vintage books usa,autobiography alice b toklas,The Autobiography of Alice B. Toklas by Gertrude Stein,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0385324081,The Thin Red Line,James Jones,1998.0,Delta,james jones,delta,thin red line,The Thin Red Line by James Jones,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0767904435,If I Die in a Combat Zone : Box Me Up and Ship Me Home,TIM O'BRIEN,1999.0,Broadway,tim obrien,broadway,die combat zone box ship home,If I Die in a Combat Zone : Box Me Up and Ship Me Home by TIM O'BRIEN,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0397001517,To Kill a Mockingbird,Harper Lee,1960.0,Harpercollins,harper lee,harpercollins,kill mockingbird,To Kill a Mockingbird by Harper Lee,[0. 0. 0. ... 0. 0. 0.],"(1959, 1969]",4
014027166X,Riven Rock,T. Coraghessan Boyle,1999.0,Penguin Books,tom coraghessan boyle,penguin books,riven rock,Riven Rock by T. Coraghessan Boyle,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0140131671,East Is East (Contemporary American Fiction),T. Coraghessan Boyle,1991.0,Penguin Books,tom coraghessan boyle,penguin books,east east contemporary american fiction,East Is East (Contemporary American Fiction) by T. Coraghessan Boyle,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0060938080,Bad Blood : A Memoir,Lorna Sage,2003.0,Perennial,lorna sage,perennial,bad blood memoir,Bad Blood : A Memoir by Lorna Sage,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0393311147,Sacred Hunger (Norton Paperback Fiction),Barry Unsworth,1993.0,W. W. Norton & Company,barry unsworth,w w norton & company ltd,sacred hunger norton paperback fiction,Sacred Hunger (Norton Paperback Fiction) by Barry Unsworth,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0060533986,The Growing Pains of Adrian Mole,Sue Townsend,2003.0,HarperTempest,sue townsend,harpertempest,growing pain adrian mole,The Growing Pains of Adrian Mole by Sue Townsend,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0380780496,Brazzaville Beach,William Boyd,1995.0,Perennial,william boyd,perennial,brazzaville beach,Brazzaville Beach by William Boyd,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0140167188,The Road to Wellville,T. Coraghessan Boyle,1994.0,Penguin Books,tom coraghessan boyle,penguin books,road wellville,The Road to Wellville by T. Coraghessan Boyle,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0679772685,Hitler's Willing Executioners: Ordinary Germans and the Holocaust,Daniel Jonah Goldhagen,1997.0,Vintage Books USA,daniel jonah goldhagen,vintage books usa,hitler willing executioner ordinary german holocaust,Hitler's Willing Executioners: Ordinary Germans and the Holocaust by Daniel Jonah Goldhagen,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0449911810,Earthly Possessions,Anne Tyler,1996.0,Ballantine Books,anne tyler,ballantine books,earthly possession,Earthly Possessions by Anne Tyler,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0393319504,Voyage of the Narwhal: A Novel,Andrea Barrett,1999.0,W.W. Norton & Company,andrea barrett,w w norton & company ltd,voyage narwhal novel,Voyage of the Narwhal: A Novel by Andrea Barrett,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0060929375,Pilgrim : A Novel,Timothy Findley,2001.0,Perennial,timothy findley,perennial,pilgrim novel,Pilgrim : A Novel by Timothy Findley,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
185326217X,Man of Property: The Forsyte Saga,J. Galsworthy,2001.0,Lb May & Assoc Inc,j galsworthy,lb may & assoc inc,man property forsyte saga,Man of Property: The Forsyte Saga by J. Galsworthy,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1853262226,In Chancery,John Galsworthy,1999.0,Lb May & Assoc Inc,john galsworthy,lb may & assoc inc,chancery,In Chancery by John Galsworthy,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0451185897,Outbreak: A Novel,Robert Tine,1995.0,Signet Book,robert tine,signet books,outbreak novel,Outbreak: A Novel by Robert Tine,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0312850093,The Eye of the World : Book One of 'The Wheel of Time' (Wheel of Time),Robert Jordan,1990.0,Tor Books,robert jordan,tor books,eye world book one wheel time wheel time,The Eye of the World : Book One of 'The Wheel of Time' (Wheel of Time) by Robert Jordan,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0553117459,Honourable Schoolboy,John Le Carre,1992.5,Bantam Doubleday Dell,john lecarre,bantam doubleday dell,honourable schoolboy,Honourable Schoolboy by John Le Carre,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0929239571,My Utmost for His Highest: An Updated Edition in Today's Language,Oswald Chambers,1992.0,Discovery House Publishers,oswald chambers,discovery house publishers,utmost highest updated edition today language,My Utmost for His Highest: An Updated Edition in Today's Language by Oswald Chambers,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0385471483,Como agua para chocolate,Laura Esquivel,1994.0,Anchor,laura esquivel,anchor,como agua para chocolate,Como agua para chocolate by Laura Esquivel,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0312981961,Close to You,Mary Jane Clark,2002.0,St. Martin's Paperbacks,mary jane clark,st martins paperbacks,close,Close to You by Mary Jane Clark,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0812568710,01-01-00: The Novel of the Millennium,R. J. Pineiro,1999.0,Tor Books (Mm),r j pineiro,tor books mm,01 01 00 novel millennium,01-01-00: The Novel of the Millennium by R. J. Pineiro,[0.29416311 0.29416311 0.         ... 0.         0.         0.        ],"(1989, 1999]",7
0312965788,All Creatures Great and Small,James Herriot,1998.0,St. Martin's Press,james herriot,st martins press,creature great small,All Creatures Great and Small by James Herriot,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1558743804,A 3rd Serving of Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1996.0,HCI,jack canfield,hci,3rd serving chicken soup soul chicken soup soul,A 3rd Serving of Chicken Soup for the Soul (Chicken Soup for the Soul) by Jack Canfield,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0812575989,The Bishop in the West Wing (Blackie Ryan),Andrew M. Greeley,2003.0,Forge Books,andrew m greeley,forge books,bishop west wing blackie ryan,The Bishop in the West Wing (Blackie Ryan) by Andrew M. Greeley,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
078686169X,Girls with Grandmother Faces : Celebration of Life,Frances Weaver,1996.0,Hyperion Press,frances weaver,hyperion press,girl grandmother face celebration life,Girls with Grandmother Faces : Celebration of Life by Frances Weaver,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0312312431,"We're Just Like You, Only Prettier : Confessions of a Tarnished Southern Belle",Celia Rivenbark,2004.0,St. Martin's Press,celia rivenbark,st martins press,like prettier confession tarnished southern belle,"We're Just Like You, Only Prettier : Confessions of a Tarnished Southern Belle by Celia Rivenbark",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
078688813X,Cosbyology : Essays and Observations From the Doctor of Comedy,Bill Cosby,2002.0,Hyperion,bill cosby,hyperion,cosbyology essay observation doctor comedy,Cosbyology : Essays and Observations From the Doctor of Comedy by Bill Cosby,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0523422377,V,A. C. Crispin,1984.0,St Martins Pr (Mm),a c crispin,st martins pr mm,v,V by A. C. Crispin,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0899193099,Cold Sassy Tree,Olive Ann Burns,1984.0,Houghton Mifflin,olive ann burns,houghton mifflin co,cold sassy tree,Cold Sassy Tree by Olive Ann Burns,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
044651506X,Plum Island,Nelson DeMille,1997.0,Warner Books,nelson demille,warner books,plum island,Plum Island by Nelson DeMille,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0440471478,The Pushcart War,JAN MERRILL,1987.0,Yearling,jan merrill,yearling,pushcart war,The Pushcart War by JAN MERRILL,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0375800387,"Junie B. Jones is Almost Flower Girl (Junie B. Jones 13, paper)",Barbara Park,1999.0,Random House Children's Books,barbara parker,random house childrens books,junie b jones almost flower girl junie b jones 13 paper,"Junie B. Jones is Almost Flower Girl (Junie B. Jones 13, paper) by Barbara Park",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0515123471,10 Lb. Penalty,Dick Francis,1998.0,Jove Books,dick francis,jove books,10 lb penalty,10 Lb. Penalty by Dick Francis,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0345384202,"I, Tituba, Black Witch of Salem",Maryse Conde,1994.0,Ballantine Books,maryse conde,ballantine books,tituba black witch salem,"I, Tituba, Black Witch of Salem by Maryse Conde",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0316955124,Don't Stop the Carnival : A Novel,Herman Wouk,1992.0,Back Bay Books,herman wouk,back bay books,stop carnival novel,Don't Stop the Carnival : A Novel by Herman Wouk,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0345360400,The Changeling Sea,Patricia Mc Killip,1989.0,Del Rey Books,patricia mc killip,del rey books,changeling sea,The Changeling Sea by Patricia Mc Killip,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
156282015X,Disney's Winnie the Pooh's A to ZZzz,Don Ferguson,1992.0,Disney Pr,don ferguson,disney pr,disney winnie pooh zzzz,Disney's Winnie the Pooh's A to ZZzz by Don Ferguson,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0860686736,Singin and Swingin and Gettin Merry Like Chr,Maya Angelou,1994.0,Virago Press Limited,maya angelou,virago press limited,singin swingin gettin merry like chr,Singin and Swingin and Gettin Merry Like Chr by Maya Angelou,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0345394402,Dave Barry's Homes and Other Black Holes,Dave Barry,1995.0,Ballantine Books,dave barry,ballantine books,dave barry home black hole,Dave Barry's Homes and Other Black Holes by Dave Barry,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
3596220831,Die Gerettete Zunge Geschichte Einer Jug,Elias Canetti,1996.0,Fischer Taschenbuch Verlag,elias canetti,fischer taschenbuch verlag gmbh,die gerettete zunge geschichte einer jug,Die Gerettete Zunge Geschichte Einer Jug by Elias Canetti,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0553256157,I Know Why the Caged Bird Sings,Maya Angelou,1971.0,Bantam Books,maya angelou,bantam books,know caged bird sings,I Know Why the Caged Bird Sings by Maya Angelou,[0. 0. 0. ... 0. 0. 0.],"(1969, 1979]",5
0380805901,My Beloved,Karen Ranney,1999.0,Avon,karen ranney,avon,beloved,My Beloved by Karen Ranney,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0843952180,Darkfall,Stephen Laws,2003.0,Leisure Books,stephen laws,leisure books,darkfall,Darkfall by Stephen Laws,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553580957,Known Dead: A Novel,Donald Harstad,2000.0,Bantam Books,donald harstad,bantam books,known dead novel,Known Dead: A Novel by Donald Harstad,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
031227856X,Life Isn't All Ha Ha Hee Hee,Meera Syal,2001.0,Picador USA,meera syal,picador usa,life ha ha hee hee,Life Isn't All Ha Ha Hee Hee by Meera Syal,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1865084182,The Water Underneath,Kate Lyons,2001.0,Allen & Unwin (Australia) Pty Ltd,kate lyons,allen & unwin australia pty ltd,water underneath,The Water Underneath by Kate Lyons,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0061053538,"Trust No One (The Official Guide to the X-Files, Vol. 2)",Brian Lowry,1996.0,HarperEntertainment,brian lowry,harperentertainment,trust one official guide x file vol 2,"Trust No One (The Official Guide to the X-Files, Vol. 2) by Brian Lowry",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
