ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
2707306959,l amant,marguerite dura,1984.0,edition de minuit
3442452031,soloalbum,benjamin von stuckrad barre,2002.0,goldmann
0307001059,little mermaid little golden book,michael teitelbaum,1990.0,random house childrens pub
0345298748,moreta dragonlady pern,anne mccaffrey,1983.0,ballantine book
0345424603,masterharper pern dragonriders pern paperback,anne mccaffrey,1999.0,del rey book
0061091669,marilyn monroe biography marilyn monroe biography,donald spoto,1994.0,harpertorch
8495359537,sin destino,imre kertesz,2001.0,el acantilado
0446515051,spencerville,nelson demille,1994.0,replica book
0671898493,hollywood kid,jackie collins,1995.0,pocket
0679760806,master margarita,mikhail bulgakov,1996.0,vintage book usa
0060393297,knew,chyna,2001.0,reganbooks
0451163486,eye needle,ken follett,1989.0,signet book
0786890002,art deception,ridley pearson,2003.0,hyperion
0375702652,chasing che motorcycle journey search guevara legend,patrick symmes,2000.0,vintage book usa
1853260258,odyssey,homer,1998.0,ntc contemporary publishing company
0060971479,novel,jeannette haien,1988.0,perennial
0312261780,looking alaska,peter jenkins,2001.0,st martin press
3442760003,liebesleben,zeruya shalev,2002.0,distribooks
1560254971,liverpool fantasy,larry kirwan,2003.0,thunder mouth press
0738204005,coal human history,barbara freese,2003.0,perseus publishing
0425181626,hook man speaks,matt clark,2001.0,berkley trade
0349109699,funny change back,peter biddlecombe,2000.0,trafalgar square
0743247612,funny thing,ellen degeneres,2003.0,simon schuster
0811827623,milton,hayde ardalan,2000.0,chronicle book
0773761756,wanted word amalgamots undercarments language gap found fixed,jane farrow,2000.0,fitzhenry whiteside ltd
0060987219,polaroid dead,douglas coupland,1997.0,regan book
0515106402,battleground corp,w e b griffin,1991.0,jove book
0425162605,fatal terrain,dale brown,1998.0,berkley publishing group
0446614041,street dream,faye kellerman,2004.0,warner vision
0671748882,red horseman,stephen coonts,1994.0,pocket
0061012491,rising phoenix,kyle mill,1998.0,harpertorch
0670241334,corduroy,freeman,1968.0,viking juvenile
0786887583,napalm silly putty,george carlin,2002.0,hyperion
0446511528,heartbreaker,carly phillips,2003.0,warner book
0743457439,magnolia moon callahan brother trilogy,joann ross,2003.0,pocket
0553290789,genuine lie,nora robert,1999.0,bantam
1551664275,led astray,sandra brown,1998.0,mira
1551660598,without trace,nora robert,1996.0,mira
0688143695,moon music novel peter decker rina lazarus novel hardcover,faye kellerman,1998.0,william morrow company
0671027522,springwater christmas springwater season,linda lael miller,1999.0,pocket
038070384X,lullaby,ed mcbain,1989.0,harper mass market paperback mm
0425098087,zodiac,robert graysmith,2002.0,berkley publishing group
0140513221,everything pretend know afraid someone ask,lynette padwa,1996.0,penguin book
0671013750,mind hunter inside fbi elite serial crime unit,john e douglas,1997.0,pocket
0451404823,fan mail,ronald munson,1994.0,onyx book
0345435036,cry wolf,peter abraham,2001.0,fawcett
0440423376,enormous egg,oliver butterworth,1987.0,yearling book
0553574094,ring,amanda quick,1999.0,bantam book
0439135508,attack prehistoric pokemon pokemon chapter book 3,tracey west,1999.0,scholastic u
0380002558,velveteen rabbit,margery williams,1999.0,avon
1551665247,ghost chance,jayne ann krentz,1999.0,mira
157082262X,piglet mouse work peek pooh book,milne,1995.0,mouse work
1570426449,midnight club,james patterson,1999.0,time warner audio major
0743436822,blue bayou,joann ross,2002.0,pocket
0385334834,writ execution,perry shaughnessy,2001.0,delacorte press
0399148639,mortal prey,john sandford,2002.0,putnam publishing group
051511605X,undue influence,steven paul martini,1995.0,jove book
1551664879,reunion,sharon sala,1999.0,mira
0671797476,grounded star trek next generation 25,david bischoff,1993.0,star trek
0375502548,omerta,mario puzo,2000.0,random house trade
055356918X,twice hero,susan krinard,1997.0,bantam book
050552113X,deeper night paranormal romance,amanda ashley,1996.0,love spell
0380435543,listening woman,tony hillerman,1979.0,harpercollins juvenile book
0758201362,lady farm,viqui litman,2002.0,kensington publishing corporation
0374190666,longitude attitude exploring world september 11,thomas l friedman,2002.0,farrar straus giroux byr
0671017144,coyote moon buffy vampire slayer book 3,john vornholt,1998.0,simon spotlight entertainment
3442451426,die tauschung,charlotte link,2002.0,distribooks
3453021959,der fluch roman,richard bachman,1985.0,heyne
3453023757,sprengstoff roman,richard bachman,1996.0,heyne
3596247500,ein mann f r jede tonart roman die frau der gesellschaft,hera lind,2000.0,fischer tb frankfurt
3765516457,cassie,misty bernall,2000.0,brunnen verlag gie en
3257218265,die im dunkeln sieht man doch roman,barbara vine,1989.0,diogenes verlag ag
3442445906,leben mit doppeltem boden,ruth rendell,2000.0,goldmann
0140048979,face battle,john keegan,1995.0,penguin book
0451408705,midsummer magic topaz historical romance,catherine coulter,1998.0,topaz
1551669560,marry man dance,ann major,2002.0,mira
044023512X,city light,lauren belfer,2000.0,island
0446615145,lake house,james patterson,2004.0,warner book
0440240875,presumption death,perry shaughnessy,2004.0,dell
0316107255,penguin dream stranger thing bloom county book,berke breathed,1985.0,little brown co
0316107352,tale ticklish tell bloom county,berke breathed,1988.0,little brown co
0385312113,god particle universe answer question,leon lederman,1994.0,delta
0671510991,diplomacy,henry kissinger,1995.0,simon schuster
0449232921,grass always greener septic tank,erma bombeck,1978.0,fawcett book
0679772898,thinking picture report life autism,temple grandin,1996.0,vintage book usa
0679759336,fermata,nicholson baker,1995.0,vintage book usa
0380676524,stick,elmore leonard,1995.0,harper mass market paperback mm
0156000024,consider senora,harriet doerr,1994.0,harvest book
0553278231,cannery row,john steinbeck,1986.0,bantam book
0061098027,free fall,kyle mill,2001.0,avon book
0679762094,aman story somali girl told virginia lee barnes janice boddy,virginia lee barnes,1995.0,vintage book usa
0671647458,color purple,alice walker,1987.0,pocket
0375701303,breaking clean,judy blunt,2003.0,vintage book usa
0913299545,diet new america,john robbins,1987.0,pub group west
0441009425,revelation space,alastair reynolds,2002.0,ace book
0451209168,wolf shadow signet historical romance,madeline baker,2003.0,signet book
0553264915,electric kool aid acid test,tom wolfe,1983.0,bantam book
0330356682,third day frost,john marsden,1996.0,pan
0553298038,ambush corellia star war corellian trilogy book 1,roger macbride allen,1998.0,bantam
0375410635,living life matter resolving conflict conscience success,harold kushner,2001.0,alfred knopf
0767903625,wake fat,camryn manheim,1999.0,broadway book
0345463331,fat white vampire blue,andrew fox,2003.0,ballantine book
0553295098,gap conflict real story gap,stephen r donaldson,1992.0,bantam
0349102147,espedair street,ian bank,1996.0,firebird distributing
0525945563,red dragon,thomas harris,2000.0,dutton book
0307001067,little mermaid,michael teitelbaum,1995.0,random house childrens pub
0060975768,soldier young ia drang battle changed war vietnam,harold g moore,1993.0,perennial
0767904133,close shore true story terror age innocence,michael capuzzo,2001.0,random house p
0020306652,ball four,jim bouton,1990.0,john wiley son
0380777169,silence ham jane jeffry mystery paperback,jill churchill,1996.0,avon
055327211X,daughter empire,raymond feist,1988.0,bantam
0553270257,lincoln dream,connie willis,1992.0,spectrum
0440131855,god know,joseph l heller,1985.0,dell
0345296575,lord foul bane,stephen r donaldson,1981.0,ballantine book
0440509211,lost soul companion book comfort constructive advice struggling artist black sheep square peg free spirit dell book,susan brackney,2001.0,dell publishing company
0691017840,hero thousand face mythos book,joseph campbell,1972.0,princeton university press
0394521110,parsifal mosaic,robert ludlum,1982.0,random house inc
3453122348,der club der teufelinnen,olivia goldsmith,1997.0,heyne
0963136216,sex mountain bike story,gary wockner,1993.0,b store pr
1573220183,living buddha living christ,thich nhat hanh,1995.0,riverhead book
0345396421,alpine hero emma lord mystery,mary daheim,1997.0,fawcett book
0684852624,shadow five president legacy watergate,bob woodward,1999.0,simon schuster
0553053612,negotiator,frederick forsyth,1989.0,bantam dell pub group
0060179384,violent ward,len deighton,1993.0,harpercollins
0345382293,killed met elizabeth mac pherson novel,sharyn mccrumb,1995.0,ballantine book
0060183225,marriage made heaven tired affair,erma bombeck,1993.0,harpercollins
0393010465,fire,sebastian junger,2001.0,w w norton company
0446516325,fat tuesday,sandra brown,1997.0,warner book inc
0446519006,time go novel casablanca,michael walsh,1998.0,replica book
0553208071,night,elie wiesel,1982.0,bantam book
0743471113,brush hair raising mystery,laura bradley,2004.0,pocket
0767908198,auntie mame irreverent escapade,patrick dennis,2001.0,broadway book
0553586416,dead canary sing reigning cat dog mystery reigning cat dog mystery,cynthia baxter,2004.0,bantam
0449007294,bar mitzvah murder,lee harris,2004.0,fawcett book
0312990014,crouching buzzard leaping loon meg lanslow mystery,donna andrew,2004.0,st martin minotaur
042519129X,english breakfast murder child laura tea shop mystery,laura child,2003.0,berkley publishing group
0553582275,unhinged home repair homicide mystery,sarah graf,2003.0,bantam
0060537957,death domestic diva toadfern mystery,sharon short,2003.0,avon
0425194345,photo finished,laura child,2004.0,berkley publishing group
0312287682,girlfriend 44,mark barrowcliffe,2002.0,st martin griffin
0758203330,thought sex,stephanie lehmann,2003.0,strapless
0743238451,tangle tijuana miss adventure 1,lilla zuckerman,2003.0,fireside
0743444035,true enough,stephen mccauley,2002.0,washington square press
0312287364,feeling sorry celia novel,jaclyn moriarty,2002.0,st martin griffin
1931686351,night thousand boyfriend date destiny aventures,miranda clarke,2003.0,quirk book
0312308922,minotaur take cigarette break novel,steven sherrill,2002.0,picador usa
1566192951,adventure huckleberry finn,mark twain,1994.0,barnes noble
0446612529,dead midnight sharon mccone mystery paperback,marcia muller,2003.0,warner book
0380804921,house seven mabels jane jeffry mystery jane jeffry mystery paperback,jill churchill,2003.0,avon
0425178854,murder deer kate jasper mystery paperback,jaqueline girdner,2001.0,berkley publishing group
0743217144,intimacy midnight day novel story,hanif kureishi,2001.0,scribner
0743444043,double dealer crime scene investigation,max allan collins,2003.0,pocket
0440237211,splintered bone,carolyn haines,2003.0,dell
0380818876,hormone way bel barrett mystery bel barrett mystery avon book,jane isenberg,2002.0,avon
0312983174,lily fester bretta solomon mystery,janis harrison,2002.0,st martin minotaur
0553582267,wreck hall,sarah graf,2002.0,bantam
0380806347,cross dressing,bill fitzhugh,2002.0,harpertorch
0312980043,large josephine fuller mystery,lynne murray,2002.0,st martin minotaur
0425184056,gunpowder green,laura child,2002.0,berkley publishing group
0425179451,death darjeeling tea shop mystery,laura child,2001.0,berkley publishing group
0449006417,dying get man,judy fitzwater,2002.0,fawcett book
0451205669,murder wrote provence die,donald bain,2002.0,signet book
0451205480,murder sleeping beauty scumble river mystery paperback,denise swanson,2002.0,signet book
0399150803,trojan odyssey,clive cussler,2003.0,g p putnam son
0060187263,antelope wife,louise erdrich,1998.0,harpercollins publisher
0517799529,dave barry gift guide end gift guide,dave barry,1994.0,random house inc
0671741020,forbidden flower,nancy friday,1991.0,pocket
0394743199,god graf scholar story archaeology,c w ceram,1986.0,vintage book usa
229030039X,le journal de bridget jones,helen fielding,1999.0,edition 84
2277330140,rencontre du 3e age,lelong,1999.0,edition 84
2253172162,le concile de pierre,jean christophe grange,2002.0,distribooks inc
2264016124,dalva,kim harrison,1991.0,edition 10 19
2020306492,acid test,tom wolfe,1996.0,seuil
0553272098,daughter eagle spanish bit saga ser bk 6,coldsmith,1991.0,bantam book
0553270672,man shadow spanish bit 5,coldsmith,1988.0,bantam
